"pair","duet","Sex","temp.name","noterate","bandwidth","b"
"Pair8","TATali-default-2018-08-30_05-10.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,953.817,21
"Pair8","TATali-default-2018-08-30_05-10.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.333333333333333,729.389999999999,22
"Pair8","TATali-default-2018-08-30_05-10.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.333333333333333,8920.993,27
"Pair8","TATali-default-2018-08-30_05-10.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.333333333333333,8416.03,28
"Pair8","TATali-default-2018-08-30_05-10.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.666666666666667,7574.428,29
"Pair8","TATali-default-2018-08-30_05-10.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.666666666666667,7434.1605,30
"Pair8","TATali-default-2018-08-30_05-10.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.666666666666667,7237.7865,31
"Pair8","TATali-default-2018-08-30_05-10.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1.33333333333333,5316.12625,32
"Pair8","TATali-default-2018-08-30_05-10.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1.33333333333333,1977.76675,33
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,8444.084,1
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7798.8555,2
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7041.412,3
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7097.519,4
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7293.8935,5
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7742.7485,6
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,6283.97,7
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7602.481,8
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7911.0685,9
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7686.6415,10
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7125.5725,11
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,6732.8245,12
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",1,6639.31266666667,13
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",1,6732.82433333333,14
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,6760.8775,15
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",1,5311.45033333333,16
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",1.33333333333333,3787.214,17
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",1,729.389,18
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,6957.252,20
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,7686.641,21
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,8416.031,22
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",1,7817.55733333333,23
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7995.229,24
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",1,7013.35866666667,25
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",1.33333333333333,5344.1795,26
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",1.33333333333333,771.46975,27
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,9026.3155,33
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,8381.579,34
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,7994.737,35
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,7865.79,36
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,8059.211,37
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,8155.9215,38
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7511.184,39
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7704.6045,40
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,6963.1575,41
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,8123.684,42
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7994.737,43
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7930.263,44
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,7801.316,45
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,8381.579,46
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,8510.527,47
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7801.316,48
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",1,7865.78933333333,49
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7769.079,50
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7801.316,51
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7769.079,52
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,6898.684,53
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,7994.737,54
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7801.3155,55
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7575.658,56
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7285.5265,57
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.666666666666667,7543.421,58
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,7930.263,59
"Pair8","TATali-default-2018-08-30_05-10.BoutB","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutB.txt",0.333333333333333,7801.316,60
"Pair5","TA1-default-2018-08-16_04-47.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA1/default_2018-08-16_04-47/TA1-default-2018-08-16_04-47.BoutA.txt",0.666666666666667,7478.9475,1
"Pair5","TA1-default-2018-08-16_04-47.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA1/default_2018-08-16_04-47/TA1-default-2018-08-16_04-47.BoutA.txt",0.333333333333333,7930.263,2
"Pair5","TA1-default-2018-08-16_04-47.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA1/default_2018-08-16_04-47/TA1-default-2018-08-16_04-47.BoutA.txt",0.666666666666667,6329.1665,3
"Pair5","TA1-default-2018-08-16_04-47.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA1/default_2018-08-16_04-47/TA1-default-2018-08-16_04-47.BoutA.txt",0.666666666666667,5425,4
"Pair5","TA1-default-2018-08-16_04-47.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA1/default_2018-08-16_04-47/TA1-default-2018-08-16_04-47.BoutA.txt",0.666666666666667,5862.5,5
"Pair5","TA1-default-2018-08-16_04-47.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA1/default_2018-08-16_04-47/TA1-default-2018-08-16_04-47.BoutA.txt",1,4511.111,6
"Pair5","TA1-default-2018-08-16_04-47.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA1/default_2018-08-16_04-47/TA1-default-2018-08-16_04-47.BoutA.txt",1,738.888666666666,7
"Pair5","TA1-default-2018-08-16_04-47.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA1/default_2018-08-16_04-47/TA1-default-2018-08-16_04-47.BoutA.txt",1,1069.44433333333,8
"Pair5","TA1-default-2018-08-16_04-47.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA1/default_2018-08-16_04-47/TA1-default-2018-08-16_04-47.BoutA.txt",0.333333333333333,1050,9
"Pair5","TA1-default-2018-08-16_04-47.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA1/default_2018-08-16_04-47/TA1-default-2018-08-16_04-47.BoutA.txt",0.333333333333333,8750,10
"Pair5","TA1-default-2018-08-16_04-47.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA1/default_2018-08-16_04-47/TA1-default-2018-08-16_04-47.BoutA.txt",0.666666666666667,8429.1665,11
"Pair5","TA1-default-2018-08-16_04-47.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA1/default_2018-08-16_04-47/TA1-default-2018-08-16_04-47.BoutA.txt",0.333333333333333,6825,12
"Pair5","TA1-default-2018-08-16_04-47.BoutA","F","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA1/default_2018-08-16_04-47/TA1-default-2018-08-16_04-47.BoutA.txt",0.666666666666667,3383.333,13
